Player_Name,Points,Team,height,weight,Position,collage,Age,All_Star
"Eric Maynor",382,TOT,190,79,PG,"Virginia Commonwealth University",22,0
"Eric Maynor",134,UTA,190,79,PG,"Virginia Commonwealth University",22,0
"Eric Maynor",248,OKC,190,79,PG,"Virginia Commonwealth University",22,0
"O.J. Mayo",1432,MEM,201,99,SG,,22,0
"Luc Mbah",453,MIL,201,99,PF,,23,0
"Antonio McDyess",446,SAS,206,99,PF,"University of Alabama",35,0
"JaVale McGee",386,WAS,213,122,C,"University of Nevada, Reno",22,0
"Tracy McGrady",245,TOT,203,95,SG,,30,0
"Tracy McGrady",19,HOU,203,95,SG,,30,0
"Tracy McGrady",226,NYK,203,95,SG,,30,0
"Dominic McGuire",38,TOT,206,99,SF,"California State University, Fresno",24,0
"Dominic McGuire",30,WAS,206,99,SF,"California State University, Fresno",24,0
"Dominic McGuire",8,SAC,206,99,SF,"California State University, Fresno",24,0
"Josh McRoberts",179,IND,208,108,C,"Duke University",22,0
"Jodie Meeks",281,TOT,193,95,SG,"University of Kentucky",22,0
"Jodie Meeks",169,MIL,193,95,SG,"University of Kentucky",22,0
"Jodie Meeks",112,PHI,193,95,SG,"University of Kentucky",22,0
"Pops Mensah-Bonsu",39,TOT,206,108,PF,"George Washington University",26,0
"Pops Mensah-Bonsu",5,HOU,206,108,PF,"George Washington University",26,0
"Pops Mensah-Bonsu",34,TOR,206,108,PF,"George Washington University",26,0
"C.J. Miles",622,UTA,185,79,SF,,22,0
"Darko Milicic",215,TOT,213,113,C,,24,0
"Darko Milicic",199,MIN,213,113,C,,24,0
"Andre Miller",1146,POR,206,102,PG,"Michigan State University",33,0
"Brad Miller",719,CHI,211,110,C,"Purdue University",33,0
"Mike Miller",586,WAS,203,98,SG,"University of Florida",29,0
"Patty Mills",26,POR,203,111,PG,"Louisiana Tech University",21,0
"Paul Millsap",954,UTA,203,111,PF,"Louisiana Tech University",24,0
"Nazr Mohammed",459,CHA,208,100,C,"University of Kentucky",32,0
"Jamario Moon",296,CLE,203,92,SF,"Meridian Community College",29,0
"Mikki Moore",115,GSW,211,102,C,"University of Nebraska",34,0
"Randolph Morris",62,ATL,208,120,PF,"University of Kentucky",24,0
"Adam Morrison",74,LAL,203,92,SF,"Gonzaga University",25,0
"Anthony Morrow",899,GSW,196,95,SG,"Georgia Institute of Technology",24,0
"Troy Murphy",1050,IND,211,111,PF,"University of Notre Dame",29,0
"Ronald Murray",746,TOT,193,86,SG,"Shaw University",30,0
"Ronald Murray",454,CHA,193,86,SG,"Shaw University",30,0
"Ronald Murray",292,CHI,193,86,SG,"Shaw University",30,0
"Eduardo Najera",157,TOT,203,108,PF,"University of Oklahoma",33,0
"Eduardo Najera",49,NJN,203,108,PF,"University of Oklahoma",33,0
"Eduardo Najera",108,DAL,203,108,PF,"University of Oklahoma",33,0
"Steve Nash",1333,PHO,190,88,PG,"Santa Clara University",35,0
"Jameer Nelson",818,ORL,183,86,PG,"Saint Joseph's University",27,0
"Rasho Nesterovic",163,TOR,213,112,C,,33,0
"Joakim Noah",687,CHI,211,104,C,"University of Florida",24,0
"Andres Nocioni",635,SAC,201,102,SF,,30,0
"Steve Novak",113,LAC,208,102,SF,"Marquette University",26,0
"Dirk Nowitzki",2027,DAL,213,111,PF,,31,0
"Patrick O'Bryant",19,TOR,213,117,C,"Bradley University",23,0
"Jermaine O'Neal",950,MIA,211,102,C,,31,0
"Shaquille O'Neal*",636,CLE,216,147,C,"Louisiana State University",37,0
"Fabricio Oberto",83,WAS,208,111,C,,34,0
"Greg Oden",233,POR,213,113,C,"Ohio State University",22,0
"Lamar Odom",882,LAL,208,99,PF,"University of Rhode Island",30,0
"Emeka Okafor",850,NOH,208,114,C,"University of Connecticut",27,0
"Mehmet Okur",988,UTA,211,112,C,,30,0
"Kevin Ollie",44,OKC,193,88,PG,"University of Connecticut",37,0
"Travis Outlaw",309,TOT,206,95,SF,,25,0
"Travis Outlaw",109,POR,206,95,SF,,25,0
"Travis Outlaw",200,LAC,206,95,SF,,25,0
"Zaza Pachulia",333,ATL,211,122,C,,25,0
"Jannero Pargo",344,CHI,185,79,PG,"University of Arkansas",30,0
"Anthony Parker",595,CLE,198,97,SG,"Bradley University",34,0
"Tony Parker",894,SAS,188,83,PG,,27,0
"Chris Paul",841,NOH,183,79,PG,"Wake Forest University",24,0
"Sasha Pavlovic",263,MIN,211,122,SF,,26,0
"Oleksiy Pecherov",197,MIN,213,105,C,,24,0
"Kendrick Perkins",791,BOS,208,122,C,,25,0
"Morris Peterson",327,NOH,201,98,SG,"Michigan State University",32,0
"Johan Petro",122,DEN,213,112,C,,24,0
"Paul Pierce",1296,BOS,201,106,SF,"University of Kansas",32,0
"Mickael Pietrus",651,ORL,198,97,SF,,27,0
"James Posey",399,NOH,203,97,SF,"Xavier University",33,0
"Leon Powe",79,CLE,203,108,SF,"University of California",26,0
"Josh Powell",169,LAL,206,102,PF,"North Carolina State University",27,0
"A.J. Price",410,IND,213,124,PG,,23,0
"Ronnie Price",255,UTA,188,86,PG,"Utah Valley State College",26,0
"Tayshaun Prince",661,DET,206,96,SF,"University of Kentucky",29,0
"Joel Przybilla",123,POR,216,115,C,"University of Minnesota",30,0
"Chris Quinn",56,NJN,188,83,PG,"University of Notre Dame",26,0
"Vladimir Radmanovic",256,TOT,208,102,PF,,29,0
"Vladimir Radmanovic",39,CHA,208,102,PF,,29,0
"Vladimir Radmanovic",217,GSW,208,102,PF,,29,0
"Anthony Randolph",384,GSW,208,92,C,"Louisiana State University",20,0
"Shavlik Randolph",14,TOT,208,108,PF,"Duke University",26,0
"Shavlik Randolph",4,POR,208,108,PF,"Duke University",26,0
"Zach Randolph",1681,MEM,206,117,PF,"Michigan State University",28,0
"Theo Ratliff",178,TOT,208,102,C,"University of Wyoming",36,0
"Theo Ratliff",34,SAS,208,102,C,"University of Wyoming",36,0
"Theo Ratliff",144,CHA,208,102,C,"University of Wyoming",36,0
"Michael Redd",215,MIL,198,99,SG,"Ohio State University",30,0
"J.J. Redick",788,ORL,188,86,SG,,25,0
"Chris Richard",37,CHI,206,122,PF,"University of Florida",25,0
"Jason Richardson",1239,PHO,198,99,SG,"Michigan State University",29,0
"Quentin Richardson",678,MIA,198,101,SF,"DePaul University",29,0
"Luke Ridnour",852,MIL,188,79,PG,"University of Oregon",28,0
"Nate Robinson",567,TOT,175,81,PG,"University of Washington",25,0
"Nate Robinson",397,NYK,175,81,PG,"University of Washington",25,0
"Nate Robinson",170,BOS,175,81,PG,"University of Washington",25,0
"Sergio Rodriguez",434,TOT,190,79,PG,,23,0
"Sergio Rodriguez",234,SAC,190,79,PG,,23,0
"Sergio Rodriguez",200,NYK,190,79,PG,,23,0
"Rajon Rondo",1110,BOS,185,84,PG,"University of Kentucky",23,0
"Derrick Rose",1619,CHI,190,86,PG,"University of Memphis",21,0
"Quinton Ross",92,TOT,198,88,SF-SG,"Southern Methodist University",28,0
"Quinton Ross",54,DAL,198,88,SF,"Southern Methodist University",28,0
"Quinton Ross",38,WAS,198,88,SG,"Southern Methodist University",28,0
"Brandon Roy",1398,POR,198,97,SG,"University of Washington",25,0
"Brandon Rush",774,IND,198,99,SG,"University of Kansas",24,0
"John Salmons",1245,TOT,201,95,SG,"University of Miami",30,0
"John Salmons",649,CHI,201,95,SG,"University of Miami",30,0
"John Salmons",596,MIL,201,95,SG,"University of Miami",30,0
"Brian Scalabrine",78,BOS,206,109,PF,"University of Southern California",31,0
"Luis Scola",1329,HOU,206,108,PF,,29,0
"Thabo Sefolosha",489,OKC,201,99,SG,,25,0
"Ramon Sessions",674,MIN,190,86,PG,"University of Nevada, Reno",23,0
"Bobby Simmons",122,NJN,201,95,PF,"DePaul University",29,0
"James Singleton",254,TOT,203,97,PF-SF,"Murray State University",28,0
"James Singleton",59,DAL,203,97,SF,"Murray State University",28,0
"James Singleton",195,WAS,203,97,PF,"Murray State University",28,0
"Brian Skinner",26,LAC,206,115,PF,"Baylor University",33,0
"Craig Smith",585,LAC,201,113,PF,"Boston College",26,0
"J.R. Smith",1156,DEN,188,86,SG,,24,0
"Jason Smith",189,PHI,211,113,PF,"Louisiana State University",23,0
"Joe Smith",194,ATL,213,106,PF,"University of Southern Colorado",34,0
"Josh Smith",1269,ATL,213,106,PF,"University of Southern Colorado",24,0
"Darius Songaila",543,NOH,206,112,C,"Wake Forest University",31,0
"Marreese Speights",532,PHI,208,115,C,"University of Florida",22,0
"Jerry Stackhouse",358,MIL,198,98,SG,"University of North Carolina",35,0
"DeShawn Stevenson",136,TOT,196,95,SG,,28,0
"DeShawn Stevenson",87,WAS,196,95,SG,,28,0
"DeShawn Stevenson",49,DAL,196,95,SG,,28,0
"Peja Stojakovic",784,NOH,206,99,SF,,32,0
"Amar'e Stoudemire",1896,PHO,208,111,PF,,27,0
"Rodney Stuckey",1215,DET,196,95,PG,"Eastern Washington University",23,0
"DaJuan Summers",134,DET,203,104,SF,"Georgetown University",22,0
"Jermaine Taylor",128,HOU,193,79,SG,"Texas Tech University",23,0
"Jeff Teague",228,ATL,188,84,PG,"Wake Forest University",21,0
"Sebastian Telfair",208,TOT,183,74,PG,,24,0
"Sebastian Telfair",169,LAC,183,74,PG,,24,0
"Sebastian Telfair",39,CLE,183,74,PG,,24,0
"Garrett Temple",136,TOT,198,88,SG,"Louisiana State University",23,0
"Garrett Temple",45,HOU,198,88,SG,"Louisiana State University",23,0
"Garrett Temple",11,SAC,198,88,SG,"Louisiana State University",23,0
"Garrett Temple",80,SAS,198,88,SG,"Louisiana State University",23,0
"Jason Terry",1280,DAL,188,83,SG,"University of Arizona",32,0
"Hasheem Thabeet",208,MEM,221,119,C,"University of Connecticut",22,0
"Etan Thomas",75,OKC,206,116,C,"Syracuse University",31,0
"Kenny Thomas",41,SAC,201,118,PF,"University of New Mexico",32,0
"Kurt Thomas",210,MIL,206,104,C,"Texas Christian University",37,0
"Tim Thomas",135,DAL,208,104,SF,"Villanova University",32,0
"Tyrus Thomas",508,TOT,206,97,PF-C,"Louisiana State University",23,0
"Tyrus Thomas",256,CHI,206,97,PF,"Louisiana State University",23,0
"Tyrus Thomas",252,CHA,206,97,C,"Louisiana State University",23,0
"Jason Thompson",939,SAC,185,83,C,"University of South Carolina",23,0
"Al Thornton",804,TOT,203,99,SF,"Florida State University",26,0
"Al Thornton",548,LAC,203,99,SF,"Florida State University",26,0
"Al Thornton",256,WAS,203,99,SF,"Florida State University",26,0
"Marcus Thornton",1057,NOH,193,92,SG,"Louisiana State University",22,0
"Jamaal Tinsley",133,MEM,190,88,PG,"Iowa State University",31,0
"Anthony Tolliver",539,TOT,203,108,PF,"Creighton University",24,0
"Anthony Tolliver",539,GSW,203,108,PF,"Creighton University",24,0
"Alando Tucker",51,TOT,203,86,SF,"Oklahoma Baptist University",25,0
"Alando Tucker",43,PHO,203,86,SF,"Oklahoma Baptist University",25,0
"Ronny Turiaf",207,GSW,208,112,C,"Gonzaga University",27,0
"Hedo Turkoglu",835,TOR,208,99,SF,,30,0
"Ime Udoka",250,SAC,198,97,SG,"Portland State University",32,0
"Beno Udrih",1023,SAC,190,92,PG,,27,0
"Roko Ukic",40,MIL,196,83,PG,,25,0
"Anderson Varejao",651,CLE,208,123,PF,,27,0
"Charlie Villanueva",931,DET,211,105,PF,"University of Connecticut",25,0
"Sasha Vujacic",185,LAL,201,88,SG,,25,0
"Dwyane Wade",2045,MIA,193,99,SG,"Marquette University",28,0
"Henry Walker",329,TOT,196,83,SG-SF,,22,0
"Henry Walker",8,BOS,196,83,SF,,22,0
"Henry Walker",321,NYK,196,83,SG,,22,0
"Ben Wallace",381,DET,206,108,C,"Virginia Union University",35,0
"Gerald Wallace",1386,CHA,201,97,SF,"University of Alabama",27,0
"Rasheed Wallace",710,BOS,208,102,C,"University of North Carolina",35,0
"Luke Walton",69,LAL,203,106,SF,"University of Arizona",29,0
"Hakim Warrick",733,TOT,206,99,PF,"Syracuse University",27,0
"Hakim Warrick",490,MIL,206,99,PF,"Syracuse University",27,0
"Hakim Warrick",243,CHI,206,99,PF,"Syracuse University",27,0
"C.J. Watson",667,GSW,211,117,PG,,25,0
"Earl Watson",619,IND,185,88,PG,"University of California, Los Angeles",30,0
"Kyle Weaver",36,OKC,198,91,SG,"Washington State University",23,0
"Martell Webster",768,POR,216,102,SF,"Morgan State University",23,0
"Sonny Weems",518,TOR,198,92,SG,"University of Arkansas",23,0
"David West",1541,NOH,206,113,PF,"Xavier University",29,0
"Delonte West",528,CLE,193,81,SG,"Saint Joseph's University",26,0
"Mario West",30,ATL,208,104,SG,"Old Dominion University",25,0
"Russell Westbrook",1322,OKC,190,90,PG,"University of California, Los Angeles",21,0
"D.J. White",59,OKC,190,90,PF,,23,0
"Chris Wilcox",152,DET,208,100,PF,"University of Maryland",27,0
"Damien Wilkins",451,MIN,208,99,SF,"Idaho State University",30,0
"Mike Wilks",16,OKC,178,83,PG,"Rice University",30,0
"Deron Williams",1419,UTA,190,90,PG,"University of Illinois at Urbana-Champaign",25,0
"Jason Williams",493,ORL,206,108,PG,"St. John's University",34,0
"Jawad Williams",224,CLE,206,108,PG,"St. John's University",26,0
"Lou Williams",898,PHI,206,90,PG,"Stetson University",23,0
"Marcus Williams",269,MEM,185,89,PG,"University of Alabama",24,0
"Marvin Williams",820,ATL,185,89,SF,"University of Alabama",23,0
"Mo Williams",1092,CLE,203,102,PG,"University of Notre Dame",27,0
"Reggie Williams",365,GSW,201,86,SF,"Georgetown University",23,0
"Sean Williams",52,NJN,208,106,PF,"Boston College",23,0
"Shelden Williams",201,BOS,185,91,PF,"University of North Carolina",26,0
"Terrence Williams",656,NJN,198,99,SF,"University of Louisville",22,0
"Metta World",845,LAL,190,81,SF,,30,0
"Antoine Wright",435,TOR,201,95,SF,"Texas A&M University",25,0
"Dorell Wright",510,MIA,206,92,SF,,24,0
"Julian Wright",259,NOH,203,102,SF,"University of Kansas",22,0
"Nick Young",639,WAS,201,95,SG,"University of Southern California",24,0
"Sam Young",595,MEM,198,99,SF,"University of Pittsburgh",24,0
"Thaddeus Young",926,PHI,203,100,PF,"Georgia Institute of Technology",21,0
"Jeff Adrien",57,GSW,201,111,PF,"University of Connecticut",24,0
"Arron Afflalo",867,DEN,196,95,SG,"University of California, Los Angeles",25,0
"Alexis Ajinca",143,TOT,218,112,C,,22,0
"Alexis Ajinca",29,DAL,218,112,C,,22,0
"Alexis Ajinca",114,TOR,218,112,C,,22,0
"Solomon Alabi",6,TOR,216,113,C,"Florida State University",22,0
"Cole Aldrich",18,OKC,211,113,C,"University of Kansas",22,0
"LaMarcus Aldridge",1769,POR,211,117,PF,"University of Texas at Austin",25,0
"Malik Allen",23,ORL,208,115,PF,"Villanova University",32,0
"Ray Allen",1321,BOS,203,99,SG,"Florida State University",35,0
"Tony Allen",643,MEM,193,96,SG,"Oklahoma State University",29,0
"Al-Farouq Aminu",457,LAC,206,99,SF,"Wake Forest University",20,0
"Lou Amundson",200,GSW,206,99,PF,"University of Nevada, Las Vegas",28,0
"Chris Andersen",250,DEN,208,111,C,"Blinn College",32,0
"David Andersen",134,TOT,208,104,PF,"Augsburg College",30,0
"David Andersen",56,TOR,208,104,PF,"Augsburg College",30,0
"David Andersen",78,NOH,208,104,PF,"Augsburg College",30,0
"James Anderson",94,SAS,198,96,SF,"Oklahoma State University",21,0
"Ryan Anderson",681,ORL,208,108,PF,"University of California",22,0
"Carmelo Anthony",1970,TOT,203,108,SF,"Syracuse University",26,0
"Carmelo Anthony",1259,DEN,203,108,SF,"Syracuse University",26,0
"Carmelo Anthony",711,NYK,203,108,SF,"Syracuse University",26,0
"Joel Anthony",153,MIA,206,111,C,"University of Nevada, Las Vegas",28,0
"Gilbert Arenas",755,TOT,190,86,PG,"University of Arizona",29,0
"Gilbert Arenas",363,WAS,190,86,PG,"University of Arizona",29,0
"Gilbert Arenas",392,ORL,190,86,PG,"University of Arizona",29,0
"Trevor Ariza",826,NOH,203,97,SF,"University of California, Los Angeles",25,0
"Hilton Armstrong",92,TOT,211,106,C,"University of Connecticut",26,0
"Hilton Armstrong",77,WAS,211,106,C,"University of Connecticut",26,0
"Hilton Armstrong",15,ATL,211,106,C,"University of Connecticut",26,0
"Carlos Arroyo",310,TOT,188,91,PG,"Florida International University",31,0
"Carlos Arroyo",274,MIA,188,91,PG,"Florida International University",31,0
"Carlos Arroyo",36,BOS,188,91,PG,"Florida International University",31,0
"Darrell Arthur",729,MEM,206,106,PF,"University of Kansas",22,0
"Omer Asik",229,CHI,213,115,C,,24,0
"D.J. Augustin",1178,CHA,206,106,PG,,23,0
"Luke Babbitt",36,POR,206,102,SF,"University of Nevada, Reno",21,0
"Renaldo Balkman",16,TOT,203,94,SF,"University of South Carolina",26,0
"Renaldo Balkman",13,DEN,203,94,SF,"University of South Carolina",26,0
"Marcus Banks",6,TOR,188,90,PG,"University of Nevada, Las Vegas",29,0
"Leandro Barbosa",769,TOR,190,87,SG,,28,0
"J.J. Barea",769,DAL,203,94,PG,,26,0
"Andrea Bargnani",1414,TOR,213,111,C,,25,0
"Matt Barnes",356,LAL,203,95,SF,"Providence College",30,0
"Earl Barron",79,TOT,213,113,C,"University of Memphis",29,0
"Earl Barron",36,PHO,213,113,C,"University of Memphis",29,0
"Earl Barron",36,MIL,213,113,C,"University of Memphis",29,0
"Earl Barron",7,POR,213,113,C,"University of Memphis",29,0
"Brandon Bass",854,ORL,203,113,PF,"Louisiana State University",25,0
"Tony Battie",100,PHI,211,104,C,"Texas Tech University",34,0
"Shane Battier",624,TOT,203,99,SF,"Duke University",32,0
"Shane Battier",509,HOU,203,99,SF,"Duke University",32,0
"Shane Battier",115,MEM,203,99,SF,"Duke University",32,0
"Nicolas Batum",990,POR,203,90,SF,,22,0
"Jerryd Bayless",651,TOT,190,90,PG,"University of Arizona",22,0
"Jerryd Bayless",50,NOH,190,90,PG,"University of Arizona",22,0
"Jerryd Bayless",601,TOR,190,90,PG,"University of Arizona",22,0
"Michael Beasley",1401,MIN,206,106,SF,"Kansas State University",22,0
"Rodrigue Beaubois",236,DAL,183,77,PG,,22,0
"Marco Belinelli",836,NOH,196,95,SG,,24,0
"Charlie Bell",32,GSW,190,90,SG,"Michigan State University",31,0
"Raja Bell",541,UTA,196,92,SG,"Florida International University",34,0
"Mike Bibby",688,TOT,185,86,PG,"University of Arizona",32,0
"Mike Bibby",526,ATL,185,86,PG,"University of Arizona",32,0
"Mike Bibby",160,MIA,185,86,PG,"University of Arizona",32,0
"Andris Biedrins",294,GSW,211,108,C,,24,0
"Chauncey Billups",1208,TOT,190,91,PG,"University of Colorado",34,0
"Chauncey Billups",840,DEN,190,91,PG,"University of Colorado",34,0
"Chauncey Billups",368,NYK,190,91,PG,"University of Colorado",34,0
"DeJuan Blair",674,SAS,201,122,PF,"University of Pittsburgh",21,0
"Steve Blake",319,LAL,190,78,PG,"University of Maryland",30,0
"Andray Blatche",1076,WAS,211,106,PF,,24,0
"Eric Bledsoe",543,LAC,185,86,PG,"University of Kentucky",21,0
"Keith Bogans",359,CHI,196,97,SG,"University of Kentucky",30,0
"Andrew Bogut",830,MIL,213,117,C,"University of Utah",26,0
"Matt Bonner",481,SAS,208,106,PF,"University of Florida",30,0
"Trevor Booker",346,WAS,203,103,PF,"Clemson University",23,0
"Carlos Boozer",1033,CHI,206,117,C,"Duke University",29,0
"Chris Bosh",1438,MIA,211,106,PF,"Georgia Institute of Technology",26,0
"Earl Boykins",408,MIL,165,61,PG,"Eastern Michigan University",34,0
"Avery Bradley",52,BOS,188,81,PG,"University of Texas at Austin",20,0
"Elton Brand",1217,PHI,203,124,PF,"Duke University",31,0
"Corey Brewer",552,TOT,206,84,SF-SG,"University of Florida",24,0
"Corey Brewer",483,MIN,206,84,SF,"University of Florida",24,0
"Corey Brewer",69,DAL,206,84,SG,"University of Florida",24,0
"Ronnie Brewer",503,CHI,193,81,SG,"University of Arkansas",25,0
"Jon Brockman",136,MIL,201,115,C,"University of Washington",23,0
"Aaron Brooks",634,TOT,183,73,PG,"University of Oregon",26,0
"Aaron Brooks",394,HOU,183,73,PG,"University of Oregon",26,0
"Aaron Brooks",240,PHO,183,73,PG,"University of Oregon",26,0
"Derrick Brown",185,TOT,185,72,SF,"Jacksonville University",23,0
"Derrick Brown",151,CHA,185,72,SF,"Jacksonville University",23,0
"Derrick Brown",34,NYK,185,72,SF,"Jacksonville University",23,0
"Kwame Brown",524,CHA,211,122,C,,28,0
"Shannon Brown",712,LAL,193,92,SG,"Michigan State University",25,0
"Kobe Bryant",2078,LAL,198,96,SG,,32,0
"Chase Budinger",765,HOU,201,94,SF,"University of Arizona",22,0
"Caron Butler",436,DAL,201,103,SF,"University of Connecticut",30,0
"Rasual Butler",222,TOT,201,97,SG,"La Salle University",31,0
"Rasual Butler",206,LAC,201,97,SG,"La Salle University",31,0
"Andrew Bynum",612,LAL,213,129,C,,23,0
"Will Bynum",482,DET,183,83,PG,"Georgia Institute of Technology",28,0
"Jose Calderon",669,TOR,190,90,PG,,29,0
"Marcus Camby",277,POR,211,99,C,"University of Massachusetts Amherst",36,0
"Derrick Caracter",81,LAL,206,124,C,"University of Texas at El Paso",22,0
"Brian Cardinal",145,DAL,203,111,SF,"Purdue University",33,0
"Rodney Carney",127,TOT,201,92,SF,"University of Memphis",26,0
"Rodney Carney",125,GSW,201,92,SF,"University of Memphis",26,0
"DeMarre Carroll",10,TOT,203,97,PF,"University of Missouri",24,0
"DeMarre Carroll",10,MEM,203,97,PF,"University of Missouri",24,0
"Matt Carroll",235,CHA,198,96,SG,"University of Notre Dame",30,0
"Anthony Carter",110,TOT,185,86,PG,"University of Hawaii",35,0
"Anthony Carter",26,DEN,185,86,PG,"University of Hawaii",35,0
"Anthony Carter",84,NYK,185,86,PG,"University of Hawaii",35,0
"Vince Carter",1022,TOT,198,99,SG,"University of North Carolina",34,0
