Player_Name,Points,Team,height,weight,Position,collage,Age,All_Star
"Peja Stojakovic",812,NOH,206,99,SF,,31,0
"Amar'e Stoudemire",1134,PHO,208,111,PF,,26,0
"Rodney Stuckey",1058,DET,196,95,PG,"Eastern Washington University",22,0
"Robert Swift",86,OKC,213,111,C,,23,0
"Stromile Swift",62,TOT,206,102,PF,"Louisiana State University",29,0
"Stromile Swift",23,NJN,206,102,PF,"Louisiana State University",29,0
"Stromile Swift",39,PHO,206,102,PF,"Louisiana State University",29,0
"Wally Szczerbiak",517,CLE,198,95,SF,"George Washington University",31,0
"Mike Taylor",289,LAC,188,74,PG,"Iowa State University",23,0
"Sebastian Telfair",738,MIN,183,74,PG,,23,0
"Jason Terry",1447,DAL,188,83,SG,"University of Arizona",31,0
"Etan Thomas",80,WAS,206,116,C,"Syracuse University",30,0
"Kurt Thomas",343,SAS,206,104,PF,"Texas Christian University",36,0
"Tim Thomas",545,TOT,208,104,PF,"Villanova University",31,0
"Tim Thomas",95,LAC,208,104,PF,"Villanova University",31,0
"Tim Thomas",345,NYK,208,104,PF,"Villanova University",31,0
"Tim Thomas",105,CHI,208,104,PF,"Villanova University",31,0
"Tyrus Thomas",857,CHI,206,97,PF,"Louisiana State University",22,0
"Jason Thompson",910,SAC,185,83,PF,"University of South Carolina",22,0
"Al Thornton",1194,LAC,203,99,SF,"Florida State University",25,0
"Anthony Tolliver",52,SAS,203,108,PF,"Creighton University",23,0
"Alando Tucker",138,PHO,203,86,SG,"Oklahoma Baptist University",24,0
"Ronny Turiaf",470,GSW,208,112,C,"Gonzaga University",26,0
"Hedo Turkoglu",1294,ORL,208,99,SF,,29,0
"Ime Udoka",289,SAS,198,97,SF,"Portland State University",31,0
"Beno Udrih",800,SAC,190,92,PG,,26,0
"Roko Ukic",301,TOR,196,83,PG,,24,0
"Anderson Varejao",694,CLE,208,123,PF,,26,0
"Jacque Vaughn",65,SAS,185,86,PG,"University of Kansas",33,0
"Charlie Villanueva",1264,MIL,211,105,PF,"University of Connecticut",24,0
"Jake Voskuhl",35,TOR,211,111,C,"University of Connecticut",31,0
"Sasha Vujacic",461,LAL,201,88,SG,,24,0
"Dwyane Wade",2386,MIA,193,99,SG,"Marquette University",27,0
"Von Wafer",610,HOU,196,95,SG,"Florida State University",23,0
"Henry Walker",88,BOS,196,83,SF,,21,0
"Ben Wallace",165,CLE,206,108,PF,"Virginia Union University",34,0
"Gerald Wallace",1182,CHA,201,97,SF,"University of Alabama",26,0
"Rasheed Wallace",795,DET,208,102,C,"University of North Carolina",34,0
"Luke Walton",326,LAL,203,106,SF,"University of Arizona",28,0
"Hakim Warrick",951,MEM,206,99,PF,"Syracuse University",26,0
"C.J. Watson",730,GSW,211,117,PG,,24,0
"Earl Watson",448,OKC,185,88,PG,"University of California, Los Angeles",29,0
"Kyle Weaver",299,OKC,198,91,SG,"Washington State University",22,0
"Sonny Weems",19,DEN,198,92,SG,"University of Arkansas",22,0
"David West",1593,NOH,206,113,PF,"Xavier University",28,0
"Delonte West",751,CLE,193,81,SG,"Saint Joseph's University",25,0
"Mario West",43,ATL,208,104,SG,"Old Dominion University",24,0
"Russell Westbrook",1256,OKC,190,90,PG,"University of California, Los Angeles",20,0
"D.J. White",62,OKC,190,90,PF,,22,0
"Chris Wilcox",447,TOT,208,100,C,"University of Maryland",26,0
"Chris Wilcox",312,OKC,208,100,C,"University of Maryland",26,0
"Chris Wilcox",135,NYK,208,100,C,"University of Maryland",26,0
"Damien Wilkins",218,OKC,208,99,SG,"Idaho State University",29,0
"Deron Williams",1322,UTA,190,90,PG,"University of Illinois at Urbana-Champaign",24,0
"Lou Williams",1039,PHI,206,90,SG,"Stetson University",22,0
"Marcus Williams",12,GSW,185,89,PG,"University of Alabama",23,0
"Marvin Williams",845,ATL,185,89,SF,"University of Alabama",22,0
"Mo Williams",1443,CLE,203,102,PG,"University of Notre Dame",26,0
"Sean Williams",80,NJN,208,106,PF,"Boston College",22,0
"Shawne Williams",42,DAL,185,91,SF,"University of North Carolina",22,0
"Shelden Williams",186,TOT,185,91,PF,"University of North Carolina",25,0
"Shelden Williams",112,SAC,185,91,PF,"University of North Carolina",25,0
"Shelden Williams",74,MIN,185,91,PF,"University of North Carolina",25,0
"Metta World",1181,HOU,190,81,SF,,29,0
"Antoine Wright",474,DAL,201,95,SF,"Texas A&M University",24,0
"Brandan Wright",323,GSW,211,102,PF,"University of California, Los Angeles",21,0
"Dorell Wright",18,MIA,206,92,SF,,23,0
"Julian Wright",237,NOH,203,102,SF,"University of Kansas",21,0
"Lorenzen Wright",23,CLE,188,92,C,"Colorado State University",33,0
"Nick Young",892,WAS,201,95,SG,"University of Southern California",23,0
"Thaddeus Young",1145,PHI,203,100,PF,"Georgia Institute of Technology",20,0
"Arron Afflalo",724,DEN,196,95,SG,"University of California, Los Angeles",24,0
"Alexis Ajinca",10,CHA,218,112,C,,21,0
"LaMarcus Aldridge",1393,POR,211,117,PF,"University of Texas at Austin",24,0
"Joe Alexander",4,CHI,203,104,SF,"West Virginia University",23,0
"Malik Allen",105,DEN,208,115,PF,"Villanova University",31,0
"Ray Allen",1304,BOS,203,99,SG,"Florida State University",34,0
"Tony Allen",330,BOS,193,96,SG,"Oklahoma State University",28,0
"Rafer Alston",427,TOT,188,77,PG,"California State University, Fresno",33,0
"Rafer Alston",262,NJN,188,77,PG,"California State University, Fresno",33,0
"Rafer Alston",165,MIA,188,77,PG,"California State University, Fresno",33,0
"Lou Amundson",371,PHO,206,99,PF,"University of Nevada, Las Vegas",27,0
"Chris Andersen",448,DEN,208,111,PF,"Blinn College",31,0
"David Andersen",367,HOU,208,104,C,"Augsburg College",29,0
"Ryan Anderson",487,ORL,208,108,PF,"University of California",21,0
"Carmelo Anthony",1943,DEN,203,108,SF,"Syracuse University",25,0
"Joel Anthony",218,MIA,206,111,C,"University of Nevada, Las Vegas",27,0
"Gilbert Arenas",722,WAS,190,86,PG,"University of Arizona",28,0
"Trevor Ariza",1072,HOU,203,97,SF,"University of California, Los Angeles",24,0
"Hilton Armstrong",71,TOT,211,106,PF-C,"University of Connecticut",25,0
"Hilton Armstrong",51,NOH,211,106,PF,"University of Connecticut",25,0
"Hilton Armstrong",10,SAC,211,106,C,"University of Connecticut",25,0
"Hilton Armstrong",10,HOU,211,106,C,"University of Connecticut",25,0
"Carlos Arroyo",439,MIA,188,91,PG,"Florida International University",30,0
"Darrell Arthur",143,MEM,206,106,PF,"University of Kansas",21,0
"Chucky Atkins",161,DET,180,72,PG,"University of South Florida",35,0
"D.J. Augustin",508,CHA,206,106,PG,,22,0
"Jeff Ayres",104,POR,188,83,C,,22,0
"Kelenna Azubuike",125,GSW,196,99,SF,"University of Kentucky",26,0
"Renaldo Balkman",14,DEN,203,94,SF,"University of South Carolina",25,0
"Marcus Banks",109,TOR,188,90,PG,"University of Nevada, Las Vegas",28,0
"Leandro Barbosa",418,PHO,190,87,PG,,27,0
"J.J. Barea",596,DAL,203,94,PG,,25,0
"Andrea Bargnani",1376,TOR,213,111,PF,,24,0
"Matt Barnes",716,ORL,203,95,SF,"Providence College",29,0
"Earl Barron",82,NYK,213,113,C,"University of Memphis",28,0
"Brandon Bass",290,ORL,203,113,PF,"Louisiana State University",24,0
"Tony Battie",36,NJN,211,104,C,"Texas Tech University",33,0
"Shane Battier",534,HOU,203,99,SG,"Duke University",31,0
"Nicolas Batum",375,POR,203,90,SF,,21,0
"Jerryd Bayless",630,POR,190,90,SG,"University of Arizona",21,0
"Michael Beasley",1156,MIA,206,106,PF,"Kansas State University",21,0
"Rodrigue Beaubois",397,DAL,183,77,PG,,21,0
"Marco Belinelli",469,TOR,196,95,SG,,23,0
"Charlie Bell",459,MIL,190,90,SG,"Michigan State University",30,0
"Raja Bell",71,TOT,196,92,SG,"Florida International University",33,0
"Raja Bell",60,CHA,196,92,SG,"Florida International University",33,0
"Jonathan Bender",118,NYK,211,91,SF,,29,0
"Mike Bibby",730,ATL,185,86,PG,"University of Arizona",31,0
"Andris Biedrins",166,GSW,211,108,C,,23,0
"Chauncey Billups",1427,DEN,190,91,PG,"University of Colorado",33,0
"DeJuan Blair",638,SAS,201,122,PF,"University of Pittsburgh",20,0
"Steve Blake",586,TOT,190,78,PG,"University of Maryland",29,0
"Steve Blake",388,POR,190,78,PG,"University of Maryland",29,0
"Steve Blake",198,LAC,190,78,PG,"University of Maryland",29,0
"Andray Blatche",1143,WAS,211,106,PF,,23,0
"Keith Bogans",347,SAS,196,97,SF,"University of Kentucky",29,0
"Andrew Bogut",1095,MIL,213,117,C,"University of Utah",25,0
"Matt Bonner",457,SAS,208,106,PF,"University of Florida",29,0
"Josh Boone",253,NJN,208,107,PF,"University of Connecticut",25,0
"Carlos Boozer",1519,UTA,206,117,PF,"Duke University",28,0
"Chris Bosh",1678,TOR,211,106,C,"Georgia Institute of Technology",25,0
"Ryan Bowen",4,OKC,201,97,SF,"University of Iowa",34,0
"Earl Boykins",440,WAS,165,61,PG,"Eastern Michigan University",33,0
"Elton Brand",996,PHI,203,124,PF,"Duke University",30,0
"Corey Brewer",1066,MIN,206,84,SG,"University of Florida",23,0
"Ronnie Brewer",511,TOT,193,81,SG,"University of Arkansas",24,0
"Ronnie Brewer",501,UTA,193,81,SG,"University of Arkansas",24,0
"Ronnie Brewer",10,MEM,193,81,SG,"University of Arkansas",24,0
"Primoz Brezec",19,TOT,218,114,C,,30,0
"Primoz Brezec",5,PHI,218,114,C,,30,0
"Primoz Brezec",14,MIL,218,114,C,,30,0
"Jon Brockman",147,SAC,201,115,PF,"University of Washington",22,0
"Aaron Brooks",1604,HOU,183,73,PG,"University of Oregon",25,0
"Bobby Brown",215,TOT,193,92,PG,"Miami University",25,0
"Bobby Brown",145,NOH,193,92,PG,"Miami University",25,0
"Bobby Brown",70,LAC,193,92,PG,"Miami University",25,0
"Derrick Brown",186,CHA,185,72,SF,"Jacksonville University",22,0
"Devin Brown",399,TOT,185,72,SG,"Jacksonville University",31,0
"Devin Brown",379,NOH,185,72,SG,"Jacksonville University",31,0
"Kwame Brown",157,DET,211,122,C,,27,0
"Shannon Brown",667,LAL,193,92,SG,"Michigan State University",24,0
"Kobe Bryant",1970,LAL,198,96,SG,,31,0
"Chase Budinger",657,HOU,201,94,SF,"University of Arizona",21,0
"Caron Butler",1206,TOT,201,103,SF-SG,"University of Connecticut",29,0
"Caron Butler",796,WAS,201,103,SF,"University of Connecticut",29,0
"Caron Butler",410,DAL,201,103,SG,"University of Connecticut",29,0
"Rasual Butler",979,LAC,201,97,SF,"La Salle University",30,0
"Andrew Bynum",977,LAL,213,129,C,,22,0
"Will Bynum",628,DET,183,83,PG,"Georgia Institute of Technology",27,0
"Jose Calderon",699,TOR,190,90,PG,,28,0
"Marcus Camby",556,TOT,211,99,PF-C,"University of Massachusetts Amherst",35,0
"Marcus Camby",394,LAC,211,99,PF,"University of Massachusetts Amherst",35,0
"Marcus Camby",162,POR,211,99,C,"University of Massachusetts Amherst",35,0
"Brian Cardinal",48,MIN,203,111,PF,"Purdue University",32,0
"Rodney Carney",319,PHI,201,92,SG,"University of Memphis",25,0
"DeMarre Carroll",209,MEM,203,97,SF,"University of Missouri",23,0
"Matt Carroll",46,DAL,198,96,SG,"University of Notre Dame",29,0
"Anthony Carter",180,DEN,185,86,PG,"University of Hawaii",34,0
"Vince Carter",1244,ORL,198,99,SG,"University of North Carolina",33,0
"Omri Casspi",792,SAC,206,102,SF,,21,0
"Mario Chalmers",521,MIA,188,86,PG,"University of Kansas",23,0
"Tyson Chandler",333,CHA,216,108,C,,27,0
"Wilson Chandler",993,NYK,203,102,SG,"DePaul University",22,0
"Earl Clark",140,PHO,208,102,PF,"University of Louisville",22,0
"Jarron Collins",34,PHO,193,88,C,"Florida State University",31,0
"Jason Collins",16,ATL,193,88,C,"Florida State University",31,0
"Mardy Collins",111,LAC,198,99,SG,"Temple University",25,0
"Darren Collison",946,NOH,183,79,PG,"University of California, Los Angeles",22,0
"Nick Collison",439,OKC,208,115,C,"University of Kansas",29,0
"Mike Conley",959,MEM,185,79,PG,"Ohio State University",22,0
"Will Conroy",6,HOU,188,88,PG,"University of Washington",27,0
"Brian Cook",21,HOU,206,106,PF,"University of Illinois at Urbana-Champaign",29,0
"Daequan Cook",223,MIA,190,83,SG,"University of Portland",22,0
"Jamal Crawford",1425,ATL,196,90,SG,"University of Michigan",29,0
"Dante Cunningham",243,POR,203,104,PF,"Villanova University",22,0
"Eddy Curry",26,NYK,213,133,C,,27,0
"Stephen Curry",1399,GSW,190,86,PG,"Davidson College",21,0
"Samuel Dalembert",667,PHI,211,115,C,"Seton Hall University",28,0
"Erick Dampier",328,DAL,211,120,C,"Mississippi State University",34,0
"Marquis Daniels",288,BOS,198,90,SF,"Auburn University",29,0
"Baron Davis",1145,LAC,190,94,PG,"University of California, Los Angeles",30,0
"Glen Davis",340,BOS,206,131,PF,"Louisiana State University",24,0
"Paul Davis",5,WAS,211,122,PF,"Michigan State University",25,0
"Ricky Davis",158,LAC,198,88,SF,"University of Iowa",30,0
"Austin Daye",349,DET,211,99,SF,"Gonzaga University",21,0
"Carlos Delfino",825,MIL,198,104,SF,,27,0
"Luol Deng",1230,CHI,206,99,SF,"Duke University",24,0
"DeMar DeRozan",662,TOR,201,100,SG,"University of Southern California",20,0
"Boris Diaw",925,CHA,203,113,PF,,27,0
"Travis Diener",6,TOT,185,79,PG,"Marquette University",27,0
"Travis Diener",3,IND,185,79,PG,"Marquette University",27,0
"Travis Diener",3,POR,185,79,PG,"Marquette University",27,0
"DeSagana Diop",32,CHA,213,136,C,,28,0
"Keyon Dooling",364,NJN,190,88,PG,"University of Missouri",29,0
"Joey Dorsey",23,TOT,203,121,PF,"University of Memphis",26,0
"Joey Dorsey",11,HOU,203,121,PF,"University of Memphis",26,0
"Joey Dorsey",12,SAC,203,121,PF,"University of Memphis",26,0
"Toney Douglas",481,NYK,188,88,PG,"Florida State University",23,0
"Chris Douglas-Roberts",657,NJN,201,90,SF,"University of Memphis",23,0
"Goran Dragic",635,PHO,190,86,PG,,23,0
"Jared Dudley",674,PHO,201,102,SF,"Boston College",24,0
"Chris Duhon",494,NYK,185,83,PG,"Duke University",27,0
"Tim Duncan",1395,SAS,211,113,C,"Wake Forest University",33,0
"Mike Dunleavy",666,IND,190,81,SF,"University of South Carolina",29,0
"Kevin Durant",2472,OKC,206,108,SF,"University of Texas at Austin",21,0
"Wayne Ellington",505,MIN,193,90,SG,"University of North Carolina",22,0
"Monta Ellis",1631,GSW,190,83,SG,,24,0
"Francisco Elson",12,TOT,213,106,C,"University of California",33,0
"Francisco Elson",10,MIL,213,106,C,"University of California",33,0
"Francisco Elson",2,PHI,213,106,C,"University of California",33,0
"Maurice Evans",453,ATL,196,99,SF,"University of Texas at Austin",31,0
"Reggie Evans",95,TOR,203,111,PF,"University of Iowa",29,0
"Tyreke Evans",1450,SAC,198,99,SG,"University of Memphis",20,0
"Jordan Farmar",591,LAL,188,81,PG,"University of California, Los Angeles",23,0
"Raymond Felton",968,CHA,185,92,PG,"University of North Carolina",25,0
"Rudy Fernandez",503,POR,198,83,SG,,24,0
"Kyrylo Fesenko",128,UTA,216,130,C,,23,0
"Michael Finley",202,TOT,201,97,SF,"University of Wisconsin",36,0
"Michael Finley",93,SAS,201,97,SF,"University of Wisconsin",36,0
"Michael Finley",109,BOS,201,97,SF,"University of Wisconsin",36,0
"Derek Fisher",615,LAL,185,90,PG,"University of Arkansas at Little Rock",35,0
"Jonny Flynn",1094,MIN,183,83,PG,"Syracuse University",20,0
"T.J. Ford",484,IND,201,92,PG,,26,0
"Jeff Foster",49,IND,211,107,C,"Texas State University",33,0
"Randy Foye",704,WAS,193,96,PG,"Villanova University",26,0
"Channing Frye",904,PHO,211,115,C,"University of Arizona",26,0
"Dan Gadzuric",88,MIL,211,108,C,"University of California, Los Angeles",31,0
"Sundiata Gaines",106,UTA,185,83,PG,"University of Georgia",23,0
"Danilo Gallinari",1221,NYK,208,102,SF,,21,0
"Francisco Garcia",202,SAC,201,88,SG,"University of Louisville",28,0
"Kevin Garnett",990,BOS,211,108,PF,,33,0
"Marc Gasol",1008,MEM,216,115,C,,25,0
"Pau Gasol",1190,LAL,213,113,C,,29,0
"Rudy Gay",1567,MEM,203,104,SF,"University of Connecticut",23,0
"Alonzo Gee",81,WAS,198,102,SG,"University of Alabama",22,0
"Devean George",242,GSW,203,99,SF,"Augsburg College",32,0
"Daniel Gibson",355,CLE,188,86,PG,"University of Texas at Austin",23,0
"Taj Gibson",735,CHI,206,102,PF,"University of Southern California",24,0
"J.R. Giddens",69,TOT,216,115,SF,,24,0
"J.R. Giddens",24,BOS,216,115,SF,,24,0
"J.R. Giddens",45,NYK,216,115,SF,,24,0
"Manu Ginobili",1237,SAS,198,92,SG,,32,0
"Ryan Gomes",832,MIN,201,113,SF,"Providence College",27,0
"Drew Gooden",763,TOT,208,113,C-PF,"University of Kansas",28,0
"Drew Gooden",408,DAL,208,113,C,"University of Kansas",28,0
"Drew Gooden",355,LAC,208,113,PF,"University of Kansas",28,0
"Ben Gordon",855,DET,190,90,SG,"University of Connecticut",26,0
"Eric Gordon",1045,LAC,193,97,SG,"Indiana University",21,0
"Marcin Gortat",293,ORL,211,108,C,,25,0
"Joey Graham",266,DEN,201,102,SF,"Oklahoma State University",27,0
"Stephen Graham",296,CHA,198,97,SG,"Oklahoma State University",27,0
"Danny Granger",1497,IND,206,100,SF,"University of New Mexico",26,0
"Aaron Gray",104,TOT,213,122,C,"University of Pittsburgh",25,0
"Aaron Gray",18,CHI,213,122,C,"University of Pittsburgh",25,0
"Aaron Gray",86,NOH,213,122,C,"University of Pittsburgh",25,0
"Danny Green",40,CLE,206,100,SG,"University of California, Los Angeles",22,0
"Jeff Green",1239,OKC,196,88,PF,"University of Maryland",23,0
"Willie Green",638,PHI,193,90,SG,"University of Detroit Mercy",28,0
"Donte Greene",647,SAC,211,102,SF,"Syracuse University",21,0
"Taylor Griffin",10,PHO,201,107,SF,"University of Oklahoma",23,0
"Hamed Haddadi",62,MEM,218,115,C,,24,0
"Malik Hairston",99,SAS,198,99,SG,"University of Oregon",22,0
"Marcus Haislip",25,SAS,208,104,SF,"University of Tennessee",29,0
"Richard Hamilton",831,DET,198,83,SG,"University of Connecticut",31,0
"Tyler Hansbrough",246,IND,206,113,PF,"University of North Carolina",24,0
"James Harden",753,OKC,196,99,SG,"Arizona State University",20,0
"Al Harrington",1276,NYK,206,104,PF,,29,0
"Devin Harris",1080,NJN,190,87,PG,"University of Wisconsin",26,0
"Mike Harris",29,TOT,198,108,PF,"Rice University",26,0
"Mike Harris",25,HOU,198,108,PF,"Rice University",26,0
"Mike Harris",4,WAS,198,108,PF,"Rice University",26,0
"Udonis Haslem",771,MIA,203,106,PF,"University of Florida",29,0
"Trenton Hassell",232,NJN,196,90,SF,"Austin Peay State University",30,0
"Spencer Hawes",723,SAC,216,111,C,"University of Washington",21,0
"Chuck Hayes",358,HOU,198,108,C,"University of Kentucky",26,0
"Jarvis Hayes",350,NJN,201,99,SF,"University of Georgia",28,0
"Brendan Haywood",704,TOT,213,121,C,"University of North Carolina",30,0
"Brendan Haywood",478,WAS,213,121,C,"University of North Carolina",30,0
"Brendan Haywood",226,DAL,213,121,C,"University of North Carolina",30,0
"Luther Head",357,IND,190,83,SG,"University of Illinois at Urbana-Champaign",27,0
"Gerald Henderson",113,CHA,188,79,SG,"Virginia Commonwealth University",22,0
"Roy Hibbert",946,IND,218,122,C,"Georgetown University",23,0
"J.J. Hickson",689,CLE,218,122,PF,,21,0
"Nene Hilario",1135,DEN,211,113,C,,27,0
"George Hill",964,SAS,190,85,PG,"Indiana University-Purdue University Indianapolis",23,0
"Grant Hill",912,PHO,203,102,SF,"Duke University",37,0
"Jordan Hill",244,TOT,208,106,PF,"University of Arizona",22,0
"Jordan Hill",97,NYK,208,106,PF,"University of Arizona",22,0
"Jordan Hill",147,HOU,208,106,PF,"University of Arizona",22,0
"Kirk Hinrich",805,CHI,193,86,SG,"University of Kansas",29,0
"Jrue Holiday",587,PHI,193,92,PG,"University of California, Los Angeles",19,0
"Ryan Hollins",447,MIN,213,108,C,"University of California, Los Angeles",25,0
"Al Horford",1148,ATL,208,111,C,"University of Florida",23,0
"Eddie House",473,TOT,185,81,PG-SG,"Arizona State University",31,0
"Eddie House",358,BOS,185,81,PG,"Arizona State University",31,0
"Eddie House",115,NYK,185,81,SG,"Arizona State University",31,0
"Dwight Howard",1503,ORL,211,120,C,,24,0
"Josh Howard",446,TOT,201,95,SF,"Wake Forest University",29,0
"Josh Howard",388,DAL,201,95,SF,"Wake Forest University",29,0
"Josh Howard",58,WAS,201,95,SF,"Wake Forest University",29,0
"Juwan Howard",437,POR,206,108,C,"University of Michigan",36,0
"Lester Hudson",58,TOT,190,86,PG,"University of Tennessee at Martin",25,0
"Lester Hudson",22,BOS,190,86,PG,"University of Tennessee at Martin",25,0
"Lester Hudson",36,MEM,190,86,PG,"University of Tennessee at Martin",25,0
"Larry Hughes",411,TOT,196,83,SG,"Saint Louis University",31,0
"Larry Hughes",297,NYK,196,83,SG,"Saint Louis University",31,0
"Larry Hughes",114,CHA,196,83,SG,"Saint Louis University",31,0
"Kris Humphries",487,TOT,206,106,PF,"University of Minnesota",24,0
"Kris Humphries",131,DAL,206,106,PF,"University of Minnesota",24,0
"Kris Humphries",356,NJN,206,106,PF,"University of Minnesota",24,0
"Chris Hunter",270,GSW,211,108,C,"University of Michigan",25,0
"Lindsey Hunter",13,CHI,188,77,PG,"Jackson State University",39,0
"Othello Hunter",11,ATL,203,102,SF,"Ohio State University",23,0
"Steven Hunter",53,MEM,213,99,C,"DePaul University",28,0
"Serge Ibaka",461,OKC,208,106,PF,,20,0
"Andre Iguodala",1401,PHI,198,97,SF,"University of Arizona",26,0
"Zydrunas Ilgauskas",474,CLE,221,107,C,,34,0
"Didier Ilunga-Mbenga",105,LAL,198,97,C,,29,0
"Ersan Ilyasova",840,MIL,208,106,PF,,22,0
"Allen Iverson*",385,TOT,183,74,SG-PG,"Georgetown University",34,0
"Allen Iverson*",37,MEM,183,74,PG,"Georgetown University",34,0
"Allen Iverson*",348,PHI,183,74,SG,"Georgetown University",34,0
"Royal Ivey",93,TOT,190,90,SG,"University of Texas at Austin",28,0
"Royal Ivey",70,PHI,190,90,SG,"University of Texas at Austin",28,0
"Royal Ivey",23,MIL,190,90,SG,"University of Texas at Austin",28,0
"Jarrett Jack",931,TOR,190,90,PG,"Georgia Institute of Technology",26,0
"Cedric Jackson",20,TOT,190,86,PG,"Cleveland State University",23,0
"Cedric Jackson",1,CLE,190,86,PG,"Cleveland State University",23,0
"Cedric Jackson",7,SAS,190,86,PG,"Cleveland State University",23,0
"Cedric Jackson",12,WAS,190,86,PG,"Cleveland State University",23,0
"Darnell Jackson",23,TOT,206,114,PF,"University of Kansas",24,0
"Darnell Jackson",21,CLE,206,114,PF,"University of Kansas",24,0
"Stephen Jackson",1667,TOT,190,83,SG-PF,"University of Alabama at Birmingham",31,0
"Stephen Jackson",149,GSW,190,83,PF,"University of Alabama at Birmingham",31,0
"Stephen Jackson",1518,CHA,190,83,SG,"University of Alabama at Birmingham",31,0
"LeBron James",2258,CLE,203,113,SF,,25,0
"Mike James",18,WAS,188,85,PG,"Duquesne University",34,0
"Antawn Jamison",1235,TOT,203,101,PF,"University of North Carolina",33,0
"Antawn Jamison",840,WAS,203,101,PF,"University of North Carolina",33,0
"Antawn Jamison",395,CLE,203,101,PF,"University of North Carolina",33,0
"Nathan Jawai",124,MIN,208,127,C,"Midland College",23,0
"Othyus Jeffers",37,UTA,196,90,SG,"Robert Morris University (IL)",24,0
"Al Jefferson",1301,MIN,208,131,C,,25,0
"Richard Jefferson",994,SAS,201,105,SF,"University of Arizona",29,0
"Jared Jeffries",372,TOT,211,104,PF-SF,"Indiana University",28,0
"Jared Jeffries",284,NYK,211,104,PF,"Indiana University",28,0
"Jared Jeffries",88,HOU,211,104,SF,"Indiana University",28,0
"Brandon Jennings",1270,MIL,185,77,PG,,20,0
"Jonas Jerebko",741,DET,208,104,PF,,22,0
"Yi Jianlian",623,NJN,213,108,PF,,22,0
"Amir Johnson",511,TOR,206,108,PF,,22,0
"Anthony Johnson",130,ORL,196,97,PG,"University of Portland",35,0
"James Johnson",256,CHI,206,113,PF,"Wake Forest University",22,0
"Joe Johnson",1619,ATL,201,90,SG,"University of Iowa",28,0
"Dahntay Jones",776,IND,190,83,SF,"University of Houston",29,0
"James Jones",146,MIA,190,81,SF,"Assumption College",29,0
"Solomon Jones",207,IND,208,104,C,"University of South Florida",25,0
"DeAndre Jordan",336,LAC,211,120,C,"Texas A&M University",21,0
"Chris Kaman",1408,LAC,213,120,C,"Central Michigan University",27,0
"Jason Kapono",324,PHI,203,96,SF,"University of California, Los Angeles",28,0
"Coby Karl",28,TOT,196,97,SF-SG,"Boise State University",26,0
"Coby Karl",28,GSW,196,97,SF,"Boise State University",26,0
"Jason Kidd",824,DAL,193,92,PG,"University of California",36,0
"Andrei Kirilenko",688,UTA,206,99,SF,,28,0
"Kyle Korver",374,UTA,201,96,SG,"Creighton University",28,0
"Kosta Koufos",53,UTA,213,120,C,"Ohio State University",20,0
"Nenad Krstic",639,OKC,213,108,C,,26,0
"Carl Landry",1343,TOT,206,112,PF,"Purdue University",26,0
"Carl Landry",839,HOU,206,112,PF,"Purdue University",26,0
"Carl Landry",504,SAC,206,112,PF,"Purdue University",26,0
"Marcus Landry",44,TOT,201,104,SF,"University of Wisconsin",24,0
"Marcus Landry",44,NYK,201,104,SF,"University of Wisconsin",24,0
"Acie Law",113,TOT,190,88,PG,"Texas A&M University",25,0
"Acie Law",31,GSW,190,88,PG,"Texas A&M University",25,0
"Acie Law",16,CHA,190,88,PG,"Texas A&M University",25,0
"Acie Law",66,CHI,190,88,PG,"Texas A&M University",25,0
"Ty Lawson",542,DEN,180,88,PG,"University of North Carolina",22,0
"Courtney Lee",885,NJN,196,90,SG,"Western Kentucky University",24,0
"David Lee",1640,NYK,201,102,C,"University of San Francisco",26,0
"Rashard Lewis",1013,ORL,198,90,PF,"La Salle University",30,0
"Shaun Livingston",250,TOT,201,87,PG,,24,0
"Shaun Livingston",240,WAS,201,87,PG,,24,0
"Brook Lopez",1542,NJN,213,124,C,"Stanford University",21,0
"Robin Lopez",430,PHO,213,115,C,"Stanford University",21,0
"Kevin Love",842,MIN,208,113,PF,"University of California, Los Angeles",21,0
"Kyle Lowry",620,HOU,183,92,PG,"Villanova University",23,0
"Corey Maggette",1387,GSW,198,98,PF,"Duke University",30,0
"Jamaal Magloire",77,MIA,211,117,C,"University of Kentucky",31,0
"Ian Mahinmi",101,SAS,211,113,C,,23,0
"Shawn Marion",898,DAL,201,99,SF,"University of Nevada, Las Vegas",31,0
"Sean Marks",10,NOH,208,113,C,"University of California",34,0
"Cartier Martin",141,TOT,201,99,SF,"Kansas State University",25,0
"Cartier Martin",90,GSW,201,99,SF,"Kansas State University",25,0
"Cartier Martin",51,WAS,201,99,SF,"Kansas State University",25,0
"Kenyon Martin",667,DEN,206,106,PF,"University of Cincinnati",32,0
"Kevin Martin",946,TOT,206,106,SG,"University of Cincinnati",26,0
"Kevin Martin",436,SAC,206,106,SG,"University of Cincinnati",26,0
"Kevin Martin",510,HOU,206,106,SG,"University of Cincinnati",26,0
"Desmond Mason",13,SAC,201,101,SF,"Oklahoma State University",32,0
"Roger Mason",501,SAS,196,90,SG,"University of Virginia",29,0
"Wesley Matthews",769,UTA,185,77,SG,"University of Wisconsin",23,0
"Jason Maxiell",513,DET,201,117,C,"University of Cincinnati",26,0
"Sean May",123,SAC,206,120,C,"University of North Carolina",25,0
